contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2894914,39,가나안국수,2.02211E+13,2.02501E+13,,,"<a href=""http://www.xn--o39a20ar3ebs0asud.kr/"" target=""_blank"" title=""새창 : 가나안국수 홈페이지로 이동"">http://www.가나안국수.kr/</a>",,http://tong.visitkorea.or.kr/cms/resource/91/2894891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2894891_image3_1.jpg,Type3,31,2,A05,A0502,A05020100,경기도 고양시 덕양구 행주로15번길 16,,10440,126.8278866,37.600917,6,"경기도 고양시 덕양구 행주로에 위치한 가나안국수는 내산 사골, 닭고기, 사태, 멸치로 최고의 육수를 내어 건강과 맛을 최고로 하는 국수메뉴를 다양하게 판매하고 있다. 명품 잔치국수, 초계국수, 장칼국수에서 다양한 국수요리를 즐길 수 있는 곳이다. 또, 매일 아침 겉절이 김치를 직접 담가 손님들에게 제공한다. 바지락 칼국수는 5~8월에 판매하지 않으며, 국내산 100%  검정콩을 매일 매장에서 직접 삶고 갈아서 만드는 콩국수는 4~9월까지만 판매한다."
2831563,39,가나안장어마을,2.02208E+13,2.02401E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/54/2831554_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/54/2831554_image3_1.JPG,Type3,31,2,A05,A0502,A05020100,경기도 고양시 일산동구 애니골길 54,1층 전체 호 고기,10301,126.79211,37.67219418,6,"가나안장어마을은 고양시 일산동구 풍동 애니골에 자리 잡고 있다. 가나안장어마을은 애니골 먹자골목 안 터줏대감 가나안덕 외식타운에 포함되어 있다. 가나안 외식타운에는 가나안덕 신관과 본관, 가나안장어마을, 버섯칼국수, 카페 등을 운영하고 있다, 가나안덕 외식타운이란 이름답게 넓은 주차 공간이 마련되어 있다. 식사 후 즐길 거리가 준비되어 있어 가족, 단체 등이 많이 찾고 있다. 국내산 민물장어로 두툼한 장어를 주문과 동시에 손질해서 제공되며 맛있게 굽는 방법을 보면서 구워 먹으면 된다. 장어구이 손님들에게는 마지막에 뚝배기 장어죽이 제공된다. 주변에 가볼 만한 곳은 일산호수공원과 고봉산 등이 있다."
2846052,39,가드너스,2.02208E+13,2.02401E+13,,,"<a href=""https://www.instagram.com/gardenus_/"" target=""_blank"" title=""새창 : 가드너스 인스타그램으로 이동"">https://www.instagram.com/gardenus_/</a>",,http://tong.visitkorea.or.kr/cms/resource/27/2846027_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/2846027_image3_1.JPG,Type3,31,27,A05,A0502,A05020900,경기도 파주시 헤이리마을길 59-52,가드너스,10859,126.6961266,37.78970377,6,"가드너스는 경기도 파주시 헤이리 예술마을에 위치한 대형 베이커리 카페이다. 외관 및 내부에서 모던한 분위기를 느낄 수 있으며, 공간마다 작은 테마처럼 각각 다른 분위기로 꾸며져 있어 원하는 좌석을 선택하여 앉아보는 재미가 있다. 또한, 루프탑과 서쪽에 있는 좌식 테이블에서는 지는 노을을 감상할 수 있다.
가드너스는 유기농 밀가루를 사용하여 당일에 빵을 만들고, 단맛과 신맛, 그리고 바디감이 적절하게 밸런싱 된 원두를 선택할 수 있도록 했다. 게다가 이곳은 분기별로 매번 다른 작가들의 작품들을 전시하고 있으며, 관람료는 따로 받고 있지 않고 있어 무료로 관람이 가능하다."
2901496,39,가드니아 제빵소 본점,2.02211E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/91/2901491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2901491_image3_1.jpg,Type3,31,6,A05,A0502,A05020900,경기도 구리시 동구릉로460번길 114,가드니아 타운 2층,11906,127.1445094,37.63793227,6,"? 가드니아 제빵소 본점은 구리시 사노동에 있는 베이커리 카페이다. 자차 이용 시 내비게이션을 구리 왕숙 체육공원을 찍고 가면 힘든 골목길로 가지 않고 편한 큰길로 안내가 된다. 주차는 카페 건물 앞 주차장이 넓어 편리하다. 2층의 단독 건물을 다 쓰고 있는 카페는 매장이 넓고 층고가 높아 개방감이 있다. 2층엔 테라스 자리도 있어 날씨 좋은 날 이용하면 남양주 다산 신도시 등이 한눈에 내려다 보인다. 유기농 밀가루, 천연 발효종, 고급 프랑스 버터를 사용하여 매일 굽는 빵 맛이 좋아 사람들의 발길이 끊이지 않는다.
※ 반려동물 동반가능"
798518,39,가든갤러리,2.00909E+13,2.02406E+13,031-566-7777,가든갤러리,,,,,,31,9,A05,A0502,A05020200,경기도 남양주시 강변북로632번길 57-28,,12268,127.1740748,37.58788307,6,"가든갤러리는 남양주 강변북로에 있는 레스토랑이다. 2007년도에 오픈하였으며 한국의 미슐랭가이드 블루리본서베이 11년째 맛집으로 여러 방송과 드라마 촬영지로 알려져 있다. 1층은 드로잉 카페로 운영하고 있으며 식사 공간은 2층 레스토랑으로 홀과 테라스 자리로 나뉘어 있다. 테라스 자리에서는 아름다운 야경을 보면 식사를 할 수 있으며, 반려동물과 함께 온 손님들을 위한 자리는 따로 구분되어 있어서 비반려인과 반려인 모두가 만족스러운 시간을 보낼 수 있도록 배려하였다. 3층 루프탑은 탁 트인 경관을 배경으로 사진을 찍기 좋도록 조명등을 설치해 예쁜 추억을 만들기 좋으며, 야외 정원에서는 스몰 웨딩이나 웨딩 촬영, 돌잔치, 단체 회식과 모임 등을 할 수 있다. 
서울 근교에 있어 찾아오기 쉬우며, 자작나무 정원과 빈티지 감성의 아늑한 실내는 데이트나 지인, 혹은 가족과 모처럼의 식사 시간을 기분 좋게 해준다. 이곳의 시그니처 메뉴는 정원에서 수비드(저온 숙성으로 육즙을 잡는 과정)로 조리한 바비큐이며, 각종 파스타 소스, 발사믹 드레싱, 프렌치 드레싱도 모두 직접 만들어 제공하고 있다."
2768070,39,가래울 해장국,2.02111E+13,2.02412E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/93/2768293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2768293_image2_1.jpg,Type3,31,20,A05,A0502,A05020100,경기도 여주시 점동면 가래울길 29,,12665,127.675607,37.20518375,6,경기도 여주시의 해장국 음식점이다. 페럼 컨트리클럽에서 자동차로 5분 이내에 닿을 수 있는 가래울 해장국은 새벽 다섯 시  반부터 문을 열어 라운딩 전 아침 식사를 챙기기 좋은 식당이다. 가래울 해장국에서는 주인이 직접 만드는 정갈한 맛의 반찬과 여주 쌀로 지어진 맛있는 쌀밥을 맛볼 수 있다. 그뿐만 아니라 콩나물과 시래기가 듬뿍 들어간 가래울 해장국과 가래울 정식은 이곳의 대표 메뉴로 든든한 한 끼로 충분하다. 가래울 해장국은 골퍼들 사이에 이름난 여주 맛집이다.
2832447,39,가림시골밥상,2.02208E+13,2.02401E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/44/2832444_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2832444_image3_1.jpg,Type3,31,27,A05,A0502,A05020100,경기도 파주시 새오리로 68,,10858,126.6858609,37.79064792,6,"경기도 파주시 프로방스 마을 부근에 있는 한정식 전문점이다. 성동리 마을회관 앞에 있어서 찾기 쉽다. 메뉴는 석쇠 소불고기정식, 꽃게장 정식, 가림 시골밥상 세 가지가 있다. 여러 가지 반찬이 제공되고 리필도 가능하다. 내부가 넓고 테이블도 많기 때문에 쾌적하고 깔끔한 분위기에서 여유 있는 식사를 즐길 수 있다.  연중무휴 영업하므로 운영 시간에만 맞추어 가면 언제든지 식사할 수 있지만 점심시간엔 대기가 필요하다.  BTS도 다녀갈 만큼 맛으로 소문난 파주 한정식 전문점이다."
2736051,39,가마솥밥상 철산본점,2.02108E+13,2.02408E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/34/2774734_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/34/2774734_image2_1.jpeg,Type3,31,4,A05,A0502,A05020100,경기도 광명시 안양천로 459,(철산동),14225,126.8695887,37.48848359,6,"매장에서 직접 도정한 8분도 쌀로 밥을 짓는 가마솥 밥 전문점이다. 주문 즉시 테이블에 가마솥을 올려 즉석에서 밥을 짓기 때문에 20분 정도 기다려야 한다. 식사 전, 죽과 샐러드가 나오고 다양한 제철 나물과 잡채, 계란찜, 보쌈과 전 등 풍성한 반찬이 나온다. 금액에 따라 삼합과 오리 훈제, 간장게장이 추가된다. 식후에는 구수한 숭늉으로 마무리 할 수 있다."
2850291,39,가마솥보리밥집,2.02209E+13,2.02412E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/74/2850274_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2850274_image3_1.jpg,Type3,31,26,A05,A0502,A05020100,경기도 이천시 서이천로 129-3,,17385,127.3733831,37.24753723,6,"가마솥보리밥집은 경기도 이천시 마장면에 있는 보리밥 전문 한식당이다. 매장은 넓고 쾌적하다. 이천 쌀로 가마솥에 밥을 지어 각종 나물과 비벼 먹을 수 있도록 제공한다. 밥은 보리밥, 쌀밥, 보리밥과 쌀밥을 반반 섞은 것을 선택할 수 있으며 식사 전에 생수 대신 숭늉을 제공한다. 생수는 셀프로 먹을 수 있다. 밥과 함께 5가지의 나물과 새싹, 비빔용과 쌈용 강된장, 계란찜, 콩비지, 쌈 채소와 더불어 다양한 밑반찬이 나온다. 나물들은 간이 세지 않고 추가로 더 먹을 수 있다. 뚝배기에 담긴 된장찌개는 불 위에서 가열해서 먹도록 제공한다. 제육볶음도 인기 메뉴인데 고춧가루 색이 곱고 간이 적당하며 매콤 달콤하다. 어린이와 동반 고객에겐 어린이용 수저와 포크를 따로 챙겨준다. 부담 없는 가격으로 한 상 가득 건강한 식사를 할 수 있어 가성비 좋은 곳이다. 4km 거리에 덕평공룡수목원, 8km 이내에 설봉공원, 안흥지, 애련정, 복하천수변공원, 다수의 골프장이 있다."
2838121,39,가마솥회관,2.02208E+13,2.02401E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/14/2838114_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/14/2838114_image3_1.jpeg,Type3,31,3,A05,A0502,A05020100,경기도 과천시 과천대로 161 가마솥회관,,13840,126.984558,37.41614404,6,"‘가마솥회관’은 경기도 과천시 갈현동에 있는 곰탕 전문점이다. 대표 메뉴는 사골곰탕으로 탕에 들어가는 재료인 고기와 사골과 뼈로 고아내며 다른 첨가물을 넣지 않은 진한 국물이 특징이다. 사골곰탕 외에도 꼬리곰탕, 양곰탕, 만두 곰탕 등 다양한 곰탕을 맛볼 수 있다. 또한, 얼큰한 소고기 해장국과 내장탕, 모둠 수육 등의 메뉴도 있다. 매장 앞에 주차장이 마련되어 있다. 대중교통 이용 시 지하철 4호선 정부과천청사역이나 인덕원역에서 도보로 약 20분 정도 소요된다. 덜어 먹기 가능한 도구 비치·제공, 위생적 수저 관리, 종사자 마스크 착용을 준수하는 곳으로 소재지 지자체의 인증을 받은 안심식당이다."
811327,39,가보정 4관,2.00909E+13,2.0241E+13,031-276-3880,가보정,"<a href=""http://www.kabojung.co.kr"" target=""_blank"" title=""새창 : 가보정 홈페이지로 이동"">http://www.kabojung.co.kr</a>",,,,,31,23,A05,A0502,A05020100,경기도 용인시 수지구 수풍로 103,,16821,127.0930339,37.3330084,6,"신분당선 동천역 부근에 위치한 가보정 4관은 수원 3대 갈빗집 중의 하나인 가보정의 용인 직영점이다. 갈비구이(가리구이)로 전국 첫 대한민국 식품명인이 된 김외순 대표가 운영하는 곳으로 가족, 모임 등의 식사 장소로 많이 찾는 곳이다.
가보정 4관은 한우 양념갈비가 대표메뉴이다. 그 외에도 한우 또는 미국산 생갈비, 채끝등심 등 다양한 구이류를 즐길 수 있으며, 한우 육회와 갈비탕, 된장찌개, 물냉면, 비빔냉면 등의 곁들임 메뉴나 단품 메뉴, 평일 점심 특선으로 제공하는 정식한상차림도 맛볼 수 있다. 가보정은 가문의 비법인 천초를 사용해 잡내를 제거하고 파인애플을 갈아 넣은 소스로 달달한 갈비 맛이 특징이다.
식사 장소는 2층 규모로 좌식, 입식, 단체 및 연회석 등 다양하게 보유하고 있어 식사 인원 및 목적에 맞게 선택할 수 있으며, 특히 프라이빗한 룸도 마련되어 있어 가족이나 모임 참석자들끼리 맛있는 음식을 먹으며 도란도란 이야기 나누기 좋다."
2847984,39,가비양,2.02209E+13,2.02412E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/79/2847979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2847979_image3_1.jpg,Type3,31,22,A05,A0502,A05020900,경기도 오산시 외삼미로 104-11,1층,18111,127.0613573,37.19391282,6,"가비양은 외삼미근린공원 근처에 있는 핸드드립커피 전문 브런치 카페이다. 가게 앞에는 넓은 주차장이 있어 주차하기 편리하다. 크고 넓은 매장의 내부에는 다양한 크기의 테이블이 많고 야외에도 테이블이 있으며 넓은 대지에 정원을 잘 가꾸어 놓아 야외 웨딩 및 행사를 할 수 있다. 매일 분당 본사의 로스터리에서 볶은 커피로 정통 핸드드립 커피를 제공하며 다양한 커피용품 및 원두를 판매하고 있다. 이곳은 커피뿐 아니라 맥주와 와인 큐레이터가 엄선한 와인, 그리고 피자와 샐러드, 케이크 등의 브런치 메뉴도 준비되어 있다. 반려동물과 동반할 수 있지만, 야외 정원 자리만 이용할 수 있다."
2736701,39,가야정,2.02108E+13,2.02412E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/61/2759161_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/61/2759161_image2_1.png,Type3,31,16,A05,A0502,A05020100,경기도 안성시 양성면 양성로 688-4,,17501,127.2203231,37.10735345,6,"착한 가격의 배추 된장국부터, 갈비탕, 재첩국, 김치찌게,냉면 등 한식과 생등심, 특수부위, 생삼겹살 등 고기를 먹을 수 있는 한식 전문음식점이다. 배추 된장국과 김치찌게, 재첩국, 갈비탕 메뉴가 백반 메뉴로 휼륭하다. 근처에 이동저수지가 있어 식사 후  저수지 둘레를 산책하며 잠시 쉬어 갈 수 있다. 또한 인근에 골프장이 있어 골퍼들이 아침 식사를 해결하기에도 좋은 곳이다.  편의점, 주유소가 함께 있어 주유도 하고 편의점에서 필요한 물건을 구입하기에도 좋다."
2852072,39,가온길,2.02209E+13,2.02401E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/64/2852064_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/64/2852064_image3_1.jpeg,Type3,31,24,A05,A0502,A05020100,경기도 의왕시 왕송못서길 149,,16109,126.9418762,37.30483396,6,"가온길은 경기도 의왕시 왕송호수 맞은편에 위치한 두부요리 전문점이다. 이곳은 당일 생산한 신선한 두부만 사용하여 건강한 먹거리를 제공한다. 대표메뉴는 두부와 만두의 깔끔한 조합인 두부전골과 얼큰한 국물과 부드러운 순두부가 만난 얼큰순두부전골이다. 이외에도 생고기김치두부전골과 매콤두부짜글이 등도 있어 취향에 맞게 선택하여 먹을 수 있고, 수육을 특제 비법 육수와 푹 삶아 겉을 바삭하게 구워 두부, 겉절이와 함께 싸 먹는 두부보쌈도 있다."
2844697,39,가원,2.02208E+13,2.02401E+13,,,"<a href=""http://www.gawongalbi.co.kr/""target=""_blank"" title=""새창 : 가원 사이트로 이동"">http://www.gawongalbi.co.kr/</a>",,http://tong.visitkorea.or.kr/cms/resource/89/2844689_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2844689_image3_1.jpg,Type3,31,13,A05,A0502,A05020100,경기도 수원시 영통구 영통로 277-3,,16679,127.0595031,37.25123116,6,"갈비명가 가원은 경기도 수원시 영통구 신동에 위치한 고기집이다. 이곳은 최고 등급의 갈비만을 엄선하여 손님에게 제공하고 있으며, 국내산 한우 생갈비, 양념갈비, 점심특선 갈비정식 등 다양한 메뉴가 준비되어 있다. 좌식과 입식으로 나누어진 깔끔한 내부에 각종 연회, 회식, 잔치 등을 위한 소규모룸부터 대형룸까지 갖추고 있다. 또한, 한우갈비를 포장판매하고 있으며, 선물세트로도 구성하여 판매도 하고 있어 선물하기에 좋다."
2875310,39,가월리손두부,2.0221E+13,2.02404E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/00/2875300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2875300_image3_1.jpg,Type3,31,27,A05,A0502,A05020100,경기도 파주시 감악산로 1473 손순두부집,,10802,126.9207118,37.97723036,6,"가월리손두부는 두부와 콩으로 만들어낸 음식을 맛볼 수 있는 두부요리 전문점이다. 모두 직접 만든 두부로 음식을 만든다. 대표메뉴인 두부전골은 2인부터 주문이 가능하고, 그 외 메뉴는 1인분도 주문할 수 있다. 두부와 버섯을 듬뿍 넣은 두부전골은 새우젓으로 간을 하여 칼칼하면서도 짭조름한 국물맛을 느낄 수 있다. 양념간장을 곁들여 먹는 옛날 순두부와 여름 특선메뉴인 콩국수도 있으며, 콩물과 콩탕은 포장만 가능하다."
2874859,39,가츠잇,2.0221E+13,2.02404E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/57/2874857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2874857_image3_1.jpg,Type3,31,2,A05,A0502,A05020300,경기도 고양시 일산동구 경의로 459-112,,10406,126.7857412,37.66982212,6,"경기도 고양시 밤리단길에 위치한 가츠잇은 일본식 돈가츠 전문점이다. 가츠잇은 100% 국내산 생고기만 사용하며 고기를 두드리지 않는다. 대신 이곳에서 개발한 채소와 과일을 사용한 숙성방법으로 만들어 느끼하지 않고 육즙과 고기의 식감이 살아있다. 메뉴는 가츠와 덮밥, 우동, 사이드메뉴로 구성되어 있으며, 다양하게 먹고 싶은 경우 세트메뉴를 주문하면 된다. 식사 시간엔 항상 대기가 있는 곳이며, 전 메뉴 포장이 가능하다."
2852804,39,가평 다하랑,2.02209E+13,2.02404E+13,,,"<a href=""https://daharang.modoo.at/""target=""_blank"" title=""새창 : 가평 다하랑 사이트로 이동"">https://daharang.modoo.at/</a>",,http://tong.visitkorea.or.kr/cms/resource/92/2852792_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2852792_image3_1.jpg,Type3,31,1,A05,A0502,A05020100,경기도 가평군 유명로 1592,,12467,127.4883132,37.67209013,6,"가평 다하랑은 가평군 설악면에 있는 프리미엄 숙성 한우 숯불구이 맛집이다. 깔끔하고 분위기 있는 매장에 맛깔스러운 곁들임 메뉴를 갖춘 식당이다. 이곳의 주메뉴는 숙성 한우 설화등심과 소 양념갈비이다. 마블링이 살아있는 숙성 한우 설화등심은 최고급 한우만을 정형하여 14일 이상의 숙성기간을 거친다. 소 양념갈비는 간장 베이스에 생과일의 단맛을 더한 양념과 숯 향이 어우러져 인기가 많고, 그 외 숙성 한우 등심, 한우 생 짝갈비살, 돼지 두툼 생목살, 돼지 본 양념갈비 등이 있다. 가벼운 식사를 원하는 손님이라면 서울식 불고기와 맑은 소고기뭇국을 주메뉴로 하는 식사 메뉴도 있다. 2층에는 프라이빗 다이닝과 갤러리가 있어 소규모의 행사를 할 수 있다. 주변에는 청평미다스, 프리스틴벨리, 아난티 클럽 서울, 샤인데일골프&리조트 등 골프 클럽이 많아서 라운딩을 끝낸 골퍼들이 많이 방문하는 맛집이다. 전용 주차장이 있어 편리하게 이용할 수 있다."
2781442,39,가평냉면 부손 설악본점,2.02111E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/94/2781694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2781694_image2_1.jpg,Type3,31,1,A05,A0502,A05020100,경기도 가평군 설악면 유명로 1818-13,,12466,127.4727423,37.67812525,6,경기 가평군 설악면에 위치한 부손 항아리 막국수집은 평양냉면과 막국수의 중간점을 지향하는 막국수집이다. 평양 온반은 평양 대표 전통 음식이다. 평양식 국밥 한 공기와 1mm로 얇게 저민 편육 그리고 평양식 녹두전과 지단으로 편성된 육수를 뜨겁게 데워 먹는다. 시래기 들기름 막국수는 들기름 향 그윽한 고소한 메밀면과 시래기를 조합한 맛을 느낄 수 있다. 부손 비빔막국수는 맷돌로 제분하여 만드는 순메밀 국수와 잘 숙성된 양념의 조화이다. 평양식 물 막국수는 평양냉면처럼 맑고 육향 진한 육수에 완벽한 식감의 순메밀 면이 어우러져 깔끔한 맛을 낸다. 감자전은 즉석에서 갈아 만든 강원도 전통 감자전이다. 주문 양식에 맞추어 취향을 선택하면 평양냉면을 다양하게 먹을 수 있다.
2774105,39,가평달맞이빵,2.02111E+13,2.02408E+13,,,"<a href=""https://gapyeongcafesg.modoo.at/"" target=""_blank"" title=""새창 : 가평달맞이빵 홈페이지로 이동"">https://gapyeongcafesg.modoo.at/</a>",,http://tong.visitkorea.or.kr/cms/resource/18/2774118_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/18/2774118_image2_1.jpeg,Type3,31,1,A05,A0502,A05020900,경기도 가평군 상면 수목원로 123,,12448,127.3644412,37.76648799,6,가평달맞이빵은 경기도 가평에 위치하고 있는 빵이 맛있는 카페이다. 아침 고요수목원에서 5분여 거리에 있는 가게로 빵 기능장과 명인이 직접 만들어 내놓는 빵을 맛볼 수 있다. 빵 명장이 운영하는 가게답게 다양하고 많은 종류의 빵들이 준비되어 있으며 널찍한 내부에서 여유롭게 시간을 보낼 수 있다. 많은 사람들이 오고 가는 만큼 주차공간도 넓고 여유로워서 나들이 방문객들이 들리기에도 좋은 여건을 갖추고 있다. 정성이 들어간 다채로운 빵에 비해 부담스럽지 않은 가격 또한 가평달맞이빵을 찾아야 하는 이유로 꼽을 수 있다.
2724858,39,가평양떼목장카페,2.02107E+13,2.02405E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/92/2723992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2723992_image3_1.jpg,Type3,31,1,A05,A0502,A05020900,경기도 가평군 설악면 유명로 1209,,12469,127.4737543,37.64388758,6,"가평양떼목장카페는 끝이 보이지 않는 산과 대자연, 6만 평 초지에 사람과 공존하는 정갈하고 아름다운 카페이다. 양 먹이 주기 체험 등 이색적인 체험을 하며 힐링할 수 있는 곳이다."
1214552,39,가평장원추어탕,2.01102E+13,2.02501E+13,031-581-7272,가평장원추어탕,,,,,,31,1,A05,A0502,A05020100,경기도 가평군 가평읍 광장로 5,,12416,127.5111817,37.82620597,6,"가평장원추어탕은 경기도 가평군 가평읍 대곡리 공설운동장 입구 사거리에 위치한 음식점이다. 읍내에 자리하여 가평 현지인들의 몸보신 맛집으로 알려져 있다. 주차공간은 협소한 편으로 전화 문의 후 방문하는 것을 추천한다. 내부는 테이블과 좌식으로 이용 가능하다. 대표 메뉴는 추어탕, 추어통, 추어튀김 등이 있다."
3083766,39,가평카페109,2.0231E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/43/3083743_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/3083743_image3_1.JPG,Type3,31,1,A05,A0502,A05020900,경기도 가평군 상면 축령로 109,,12448,127.3600914,37.77472029,6,"야자수를 비롯한 다양한 식물들이 많은 플라워 카페이다. 꽃과 나무들이 자연스럽게 배치되어 있어 마치 숲속을 산책하는 듯한 분위기의 카페이며 사진 스폿이 많은 곳이다. 매장 안 입구에는 한옥 분위기의 매대가 있어 커피류를 비롯해서 다양한 종류의 음료와 간단한 디저트를 주문하면 된다. 건물 1, 2층으로 이루어져 있다.
1층 식물원에도 좌석이 있고 분수대 위쪽 2층에는 가운데에 정원이 예쁘게 꾸며져 있고 그 가장자리에는 마루와 테이블이 놓인 좌석도 있다. 그 외에도 단체 손님을 위한 테이블이나 데이트하기 좋은 창가 쪽 테이블도 있다. 천창을 통해 들어오는 햇살 속에서 부지런히 자라는 여러 식물들과 시원한 분수대 물소리를 들으며 차분히 쉴 수 있는 곳이다."
2514616,39,갈담부대찌개,2.01711E+13,2.02412E+13,031-333-9470,갈담부대찌개,,,http://tong.visitkorea.or.kr/cms/resource/01/2514601_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2514601_image2_1.jpg,Type3,31,23,A05,A0502,A05020100,경기도 용인시 처인구 모현읍 파담로 140-23,,17036,127.2432761,37.32114025,6,갈담부대찌개는 에버랜드 근처 모현 갈담리에 위치하고 있으며 가마솥으로 직접 10시간 이상 고아낸 사골육수로 부대찌개를 만들고 있다. 국내산 소머리로 삶아 정성어린 마음으로 맛을 낸다. 신선한 배추와 무로 담근 밑반찬도 맛이 좋다. 단체가 이용 가능한 넓은 매장을 소유하고 있다. 넓은 야외주차장이 있어 주차에 대한 부담이 없다.
2735333,39,갈릴리농원_본관,2.02108E+13,2.02407E+13,,,"<a href=""http://www.gllfarm.co.kr"" target=""_blank"" title=""새창 : 갈릴리농원 본관 사이트로 이동"">http://www.gllfarm.co.kr</a>",,http://tong.visitkorea.or.kr/cms/resource/87/2735287_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2735287_image2_1.jpg,Type3,31,27,A05,A0502,A05020700,경기도 파주시 탄현면 방촌로 1196,,10857,126.7457124,37.83556042,6,"무소독, 무항생제 등 친환경에서 직접 기른 장어를 맛볼 수 있는 곳으로 유통마진 없이 합리적 가격으로 판매하고 있다. 인체에 유해한 금지 약품을 사용하지 않고 순환 여과 방식으로 장어를 양식해 해양수산자원 연구소에서 인증하는 G-fish와 식품의약품안전처에서 실시하는 해썹(HACCP) 인증을 받았다. 반찬과 밥을 별도로 준비하여 식당에서 주문한 장어구이와 함께 식사가 가능하며, 미처 준비하지 못한 경우는 식당 입구에 있는 갈릴리 마트에서 즉석밥, 소시지, 라면 등의 식품을 구입해서 이용할 수 있다."
2850392,39,갈매골순두부,2.02209E+13,2.02501E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/82/2850382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2850382_image3_1.jpg,Type3,31,6,A05,A0502,A05020100,경기도 구리시 갈매길 18,,11903,127.1071216,37.62185013,6,"?? ?구리시 갈매동에 있는 콩, 두부 요리 전문점이다. 갈매에서 신내동으로 넘어가는 길목에 있다. 식당 주차장이 넓어 주차가 편하다.  실내는 오래된 맛집임을 느끼게 해주는 오래된 물건으로 꾸며져 있다. 직접 두부를 만드는 곳이 별도로 있고 식사 후 집에 돌아가는 길엔 콩비지를 무료로 가져갈 수 있다. 황태를 넣어 국물이 시원한 두부전골과 순두부찌개, 콩탕 등의 콩 요리 이외에 코다리 두부찜, 오리 한방 능이백숙, 닭 한방 능이백숙이 있다. 주변에 가볼 만한 곳으로는 화랑대 철도공원과 불빛 정원 등이 있다."
2826592,39,갈비1987,2.02207E+13,2.02401E+13,,,"<a href=""https://instagram.com/galbi_1987"" target=""_blank"" title=""새창 : 갈비1987 인스타그램 페이지로 이동"">https://instagram.com/galbi_1987</a>",,,,,31,29,A05,A0502,A05020100,경기도 포천시 화동로 2065-1,,11111,127.3663805,38.03222374,6,"갈비1987은 차별화와 세련됨을 추구하는 메뉴와 분위기, 서비스를 제공한다. 갈빗집사장이었던 아버지의 토양에 소믈리에 아들이 꽃을 피운 곳이라고 표현한다. 100년 가는 레스토랑을 만드는 것이 사장님의 목표라고 한다. 달달하고도 부드러운 식감으로 아이와 어른들의 입맛을 모두 사로잡는다. 또한 대접받는 듯한 서비스로 즐거운 식사시간을 보낼 수 있다."
