addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,시도명,시군구명,법정동,행정동
서울특별시 송파구 새말로 114 (문정동),1층,1,,음식,음식점,한식,3485244,39,20250400000000,http://tong.visitkorea.or.kr/cms/resource/39/3485239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3485239_image3_1.jpg,Type3,127.1266432,37.48268054,6.0,20250400000000,18.0,,푼주,5810,서울특별시,송파구,문정동,장지동
서울특별시 성동구 무학로6길 22 (도선동),1층,1,,음식,음식점,카페/전통찻집,3484142,39,20250300000000,http://tong.visitkorea.or.kr/cms/resource/41/3484141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3484141_image3_1.jpg,Type3,127.0325273,37.56507483,6.0,20250300000000,16.0,,레이지 유스,4707,서울특별시,성동구,도선동,왕십리도선동
서울특별시 강서구 마곡중앙로 161-8 (마곡동),"두산더랜드파크B동 302호, 303호",1,,음식,음식점,이색음식점,3479357,39,20250200000000,http://tong.visitkorea.or.kr/cms/resource/53/3479353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3479353_image3_1.jpg,Type3,126.8271264,37.56898181,6.0,20250300000000,4.0,,105405 마곡,7788,서울특별시,강서구,마곡동,가양1동
서울특별시 성북구 동소문로20다길 30 (동선동1가),,1,,음식,음식점,카페/전통찻집,3461606,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/94/3461594_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3461594_image3_1.jpg,Type3,127.0183056,37.59208255,6.0,20241200000000,17.0,,서울 본크레페,2845,서울특별시,성북구,동선동1가,동선동
서울특별시 강북구 도봉로68길 36 (미아동),,1,,음식,음식점,카페/전통찻집,3458629,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/00/3458600_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3458600_image3_1.jpg,Type1,127.0264454,37.63139479,6.0,20241200000000,3.0,,리코,1132,서울특별시,강북구,미아동,미아동
서울특별시 송파구 올림픽로 300 (신천동),,1,,음식,음식점,카페/전통찻집,3458576,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/76/3458476_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3458476_image3_1.jpg,Type1,127.104075,37.51416537,6.0,20241200000000,18.0,,커넥트투,5551,서울특별시,송파구,신천동,잠실6동
서울특별시 영등포구 선유로 314 (당산동),,1,,음식,음식점,카페/전통찻집,3458259,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/09/3456009_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3456009_image3_1.jpg,Type1,126.9013094,37.53996706,6.0,20241200000000,20.0,,영등포구 카페진정성,7231,서울특별시,영등포구,당산동,당산2동
서울특별시 성북구 동소문로20나길 24 (동선동1가),,1,,음식,음식점,서양식,3458183,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/73/3455473_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3455473_image3_1.jpg,Type1,127.018025,37.59234085,6.0,20241200000000,17.0,,쵸이양식,2845,서울특별시,성북구,동선동1가,동선동
서울특별시 성북구 동소문로20다길 2 (동선동1가),,1,,음식,음식점,한식,3458178,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/54/3455454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3455454_image3_1.jpg,Type1,127.0168918,37.59157425,6.0,20241200000000,17.0,,샤브옥,2845,서울특별시,성북구,동선동1가,동선동
서울특별시 중구 만리재로 211 (만리동1가),11층 1호,1,,음식,음식점,카페/전통찻집,3458089,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/06/3455306_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3455306_image3_1.jpg,Type1,126.968175,37.5563608,6.0,20241200000000,24.0,,서울로PH,4508,서울특별시,중구,만리동1가,중림동
서울특별시 노원구 화랑로 608 (공릉동),,1,,음식,음식점,카페/전통찻집,3457913,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/87/3455287_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/87/3455287_image3_1.JPG,Type1,127.0931062,37.62450513,6.0,20241200000000,9.0,,기차가 있는 풍경,1802,서울특별시,노원구,공릉동,공릉2동
서울특별시 구로구 구일로10길 27 (구로동),,1,,음식,음식점,카페/전통찻집,3457554,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/59/3453759_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3453759_image3_1.jpg,Type1,126.8732576,37.49559116,6.0,20241200000000,7.0,,비마이피스,8323,서울특별시,구로구,구로동,구로1동
서울특별시 구로구 서해안로 2134 (항동),9로 평상 (건물 전체),1,,음식,음식점,카페/전통찻집,3457039,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/61/3454861_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/3454861_image3_1.JPG,Type1,126.8260901,37.48221132,6.0,20241200000000,7.0,,9로평상,8368,서울특별시,구로구,항동,항동
서울특별시 송파구 올림픽로 342 (방이동),"아울타워 1, 2층",1,,음식,음식점,카페/전통찻집,3454540,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/26/3454626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3454626_image3_1.jpg,Type1,127.1082912,37.51572915,6.0,20241200000000,18.0,,앙떼띠 카페,5542,서울특별시,송파구,방이동,방이2동
서울특별시 마포구 동교로18길 13 (서교동),,1,,음식,음식점,카페/전통찻집,3453656,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/57/3453557_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/57/3453557_image3_1.JPG,Type1,126.9171325,37.55461009,6.0,20241200000000,13.0,,포포브레드,4030,서울특별시,마포구,서교동,서교동
서울특별시 마포구 월드컵북로 402 (상암동),,1,,음식,음식점,이색음식점,3453614,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/18/3453518_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/3453518_image3_1.JPG,Type1,126.8890566,37.58019828,6.0,20241200000000,13.0,,대한제빵소,3925,서울특별시,마포구,상암동,상암동
서울특별시 마포구 월드컵북로 402 (상암동),"103호, 104호",1,,음식,음식점,카페/전통찻집,3452628,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/07/3452307_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/3452307_image3_1.JPG,Type1,126.8890566,37.58019828,6.0,20241200000000,13.0,,하밀베이글,3925,서울특별시,마포구,상암동,상암동
서울특별시 강서구 마곡중앙로 136 (마곡동),( LG아트센터 서울 및 LG디스커버리랩 서울) 2층,1,,음식,음식점,카페/전통찻집,3452316,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/22/3452222_image2_1.JPEG,http://tong.visitkorea.or.kr/cms/resource/22/3452222_image3_1.JPEG,Type1,126.829443,37.56534061,6.0,20241200000000,4.0,,라코펠라,7789,서울특별시,강서구,마곡동,가양1동
서울특별시 은평구 녹번로1길 13 (녹번동),1층,1,,음식,음식점,카페/전통찻집,3450526,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/38/3450438_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3450438_image3_1.jpg,Type1,126.9266024,37.60479331,6.0,20241200000000,22.0,070-4659-6570,카페우리,3380,서울특별시,은평구,녹번동,녹번동
서울특별시 은평구 불광천길 334 (응암동),1층,1,,음식,음식점,중식,3450272,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/68/3449868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3449868_image3_1.jpg,Type1,126.9140818,37.58902825,6.0,20241200000000,22.0,507-1407-7843,차이몬스터,3484,서울특별시,은평구,응암동,응암3동
서울특별시 성북구 보문로34길 87 (동선동3가),(동선동3가) 102호,1,,음식,음식점,일식,3449734,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/75/3449675_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3449675_image3_1.jpg,Type1,127.0201915,37.59151876,6.0,20241200000000,17.0,,오롯이,2844,서울특별시,성북구,동선동3가,동선동
"서울특별시 강서구 공항대로 103 (마곡동, 마곡 엠밸리 9단지)",판매시설4동 1층 104호,1,,음식,음식점,카페/전통찻집,3448960,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/02/3448802_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/3448802_image3_1.JPG,Type1,126.8179997,37.562721260000004,6.0,20241200000000,4.0,,카페솔라,7600,서울특별시,강서구,마곡동,공항동
서울특별시 용산구 한강대로23길 55 (한강로3가),테이스티파크 4층,1,,음식,음식점,한식,3446973,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/32/3446832_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3446832_image3_1.jpg,Type1,126.9647566,37.52982493,6.0,20250300000000,21.0,02-2012-0422,장독대김치찜김치찌개_용산점,4377,서울특별시,용산구,한강로3가,한강로동
서울특별시 용산구 한강대로23길 55 (한강로3가),더 센터5층,1,,음식,음식점,카페/전통찻집,3446770,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/60/3446560_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3446560_image3_1.jpg,Type1,126.9647566,37.52982493,6.0,20241200000000,21.0,02-2012-2189,고카페 용산아이파크몰점,4377,서울특별시,용산구,한강로3가,한강로동
서울특별시 성북구 장월로1마길 5 (하월곡동),,1,,음식,음식점,카페/전통찻집,3446628,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/10/3446610_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3446610_image3_1.jpg,Type1,127.0426891,37.60466486,6.0,20241200000000,17.0,,카페어바웃,2748,서울특별시,성북구,하월곡동,월곡2동
서울특별시 종로구 북촌로 45 (가회동),,1,,음식,음식점,카페/전통찻집,3446417,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/84/3446384_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/84/3446384_image3_1.JPG,Type1,126.9845867,37.58106656,6.0,20250300000000,23.0,,오설록 티하우스 북촌점,3055,서울특별시,종로구,가회동,가회동
"서울특별시 성북구 길음로 11 (길음동, 길음역롯데캐슬트윈골드아파트)",롯데캐슬 골드 트윈상가 지하1층,1,,음식,음식점,중식,3446219,39,20241200000000,,,,127.0234881,37.60385349,6.0,20241200000000,17.0,,더웍,2722,서울특별시,성북구,길음동,길음1동
서울특별시 은평구 연서로48길 31 (진관동),1층,1,,음식,음식점,한식,3446122,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/66/3446066_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/3446066_image3_1.JPG,Type1,126.9383282,37.63809521,6.0,20250300000000,22.0,02-359-2223,팥동동,3308,서울특별시,은평구,진관동,진관동
서울특별시 성북구 동소문로22길 57-4 (동선동2가),2층,1,,음식,음식점,카페/전통찻집,3445716,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/61/3445661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3445661_image3_1.jpg,Type1,127.01885,37.59057995,6.0,20241200000000,17.0,,카페 원오프,2849,서울특별시,성북구,동선동2가,동선동
서울특별시 동작구 강남초등길 24 (상도1동),,1,,음식,음식점,중식,3444919,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/70/3444670_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3444670_image3_1.jpg,Type1,126.9519863,37.50517757,6.0,20241200000000,12.0,,채홍,6912,서울특별시,동작구,상도1동,상도1동
서울특별시 강북구 4.19로2길 1-2 (수유동),1층,1,,음식,음식점,한식,3444738,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/83/3444283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3444283_image3_1.jpg,Type1,127.0126739,37.64819537,6.0,20241200000000,3.0,,밀콩제면소,1011,서울특별시,강북구,수유동,우이동
서울특별시 성동구 서울숲2길 12-7 (성수동1가),,1,,음식,음식점,카페/전통찻집,3444690,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/33/3444633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3444633_image3_1.jpg,Type1,127.0398882,37.54714371,6.0,20241200000000,16.0,,플래드카페 서울숲,4768,서울특별시,성동구,성수동1가,성수1가2동
서울특별시 용산구 소월로 109 (후암동),1층 구내식당,1,,음식,음식점,한식,3444607,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/49/3444449_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/49/3444449_image3_1.png,Type1,126.9813656,37.55245316,6.0,20241200000000,21.0,02-733-3674,남산도서관 구내식당,4340,서울특별시,용산구,후암동,후암동
서울특별시 강서구 공항대로 247 (마곡동),,1,,음식,음식점,한식,3444476,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/53/3444453_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/3444453_image3_1.JPG,Type1,126.8352537,37.55936641,6.0,20241200000000,4.0,,오늘식탁,7803,서울특별시,강서구,마곡동,가양1동
서울특별시 은평구 진관2로 19 (진관동),,1,,음식,음식점,중식,3444371,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/68/3444168_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/3444168_image3_1.JPG,Type1,126.9195995,37.63490635,6.0,20241200000000,22.0,,이얼싼,3306,서울특별시,은평구,진관동,진관동
서울특별시 관악구 난곡로10길 10 (신림동),,1,,음식,음식점,카페/전통찻집,3444152,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/30/3444230_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3444230_image3_1.jpg,Type1,126.9201597,37.46530385,6.0,20241200000000,5.0,,카페 아래로,8860,서울특별시,관악구,신림동,난향동
서울특별시 은평구 진관2로 15-8 (진관동),,1,,음식,음식점,카페/전통찻집,3443357,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/17/3443317_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/3443317_image3_1.JPG,Type1,126.9195744,37.63544795,6.0,20241200000000,22.0,,필즈커피 FILLZ COFFEE,3306,서울특별시,은평구,진관동,진관동
서울특별시 강서구 공항대로 219 (마곡동),3층 301호,1,,음식,음식점,카페/전통찻집,3443228,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/92/3442892_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/92/3442892_image3_1.JPG,Type1,126.8320235,37.55968853,6.0,20241200000000,4.0,,벤의 서재,7802,서울특별시,강서구,마곡동,가양1동
서울특별시 마포구 월드컵북로54길 17 (상암동),지하 1층 B-132A 도락,1,,음식,음식점,한식,3443159,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/61/3442861_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/3442861_image3_1.JPG,Type1,126.8885621,37.58137869,6.0,20241200000000,13.0,,도락,3924,서울특별시,마포구,상암동,상암동
서울특별시 용산구 한강대로23길 55 (한강로3가),4층,1,,음식,음식점,카페/전통찻집,3443017,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/40/3443040_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3443040_image3_1.jpg,Type1,126.9647566,37.52982493,6.0,20250300000000,21.0,02-2012-0434,식물학 아이파크몰점,4377,서울특별시,용산구,한강로3가,한강로동
서울특별시 은평구 연서로50길 8 (진관동),,1,,음식,음식점,카페/전통찻집,3442723,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/47/3443247_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/3443247_image3_1.JPG,Type1,126.9380226,37.6403866,6.0,20241200000000,22.0,,꿈콩카페,3308,서울특별시,은평구,진관동,진관동
"서울특별시 구로구 경인로 643 (신도림동, 신도림2차동아아파트)",신도림2차 동아아파트 205가동  상가 1층 116호,1,,음식,음식점,한식,3441589,39,20241200000000,http://tong.visitkorea.or.kr/cms/resource/82/3441582_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3441582_image3_1.jpg,Type3,126.886556,37.50818994,6.0,20241200000000,7.0,,팔각도 본점,8208,서울특별시,구로구,신도림동,신도림동
서울특별시 종로구 수표로28길 33-5 (익선동),,1,,음식,음식점,카페/전통찻집,3434068,39,20241200000000,,,,126.9901559,37.57341477,6.0,20241200000000,23.0,,낙원역,3133,서울특별시,종로구,익선동,종로1·2·3·4가동
서울특별시 용산구 후암동,358-144,1,,음식,음식점,카페/전통찻집,3417988,39,20241100000000,,,,126.9835155,37.54945354,6.0,20250300000000,21.0,,콤포트,4328,서울특별시,용산구,후암동,후암동
서울특별시 동대문구 망우로 22 (휘경동),,1,,음식,음식점,카페/전통찻집,3416133,39,20241100000000,http://tong.visitkorea.or.kr/cms/resource/08/3415308_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3415308_image3_1.jpg,Type3,127.0560911,37.5880337,6.0,20250300000000,11.0,,미드나잇 롤러코스터 클럽,2494,서울특별시,동대문구,휘경동,휘경2동
서울특별시 관악구 남부순환로247길 23 (봉천동),,1,,음식,음식점,카페/전통찻집,3415204,39,20241100000000,http://tong.visitkorea.or.kr/cms/resource/09/3415209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3415209_image3_1.jpg,Type3,126.9668468,37.4771672,6.0,20250300000000,5.0,,페어필드커피,8801,서울특별시,관악구,봉천동,행운동
서울특별시 서초구 올림픽대로 2085-14 (반포동),세빛섬 내 가빛섬 1층,1,,음식,음식점,카페/전통찻집,3410623,39,20241100000000,http://tong.visitkorea.or.kr/cms/resource/95/3409795_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3409795_image3_1.jpg,Type3,126.9965765,37.51230254,6.0,20250300000000,15.0,,카페 돌체,6500,서울특별시,서초구,반포동,반포2동
서울특별시 서초구 올림픽대로 2085-14 (반포동),세빛섬 내 채빛섬 2층,1,,음식,음식점,이색음식점,3410603,39,20241100000000,http://tong.visitkorea.or.kr/cms/resource/67/3409767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3409767_image3_1.jpg,Type3,126.9965765,37.51230254,6.0,20250300000000,15.0,,채빛퀴진,6500,서울특별시,서초구,반포동,반포2동
서울특별시 마포구 잔다리로6길 20-9 (서교동),"B1층, 1층",1,,음식,음식점,카페/전통찻집,3397897,39,20241000000000,,,,126.9206711,37.55193268,6.0,20250300000000,13.0,,더블유오앤,4042,서울특별시,마포구,서교동,서교동
서울특별시 종로구 자하문로 43 (통인동),,1,,음식,음식점,카페/전통찻집,3396961,39,20241000000000,http://tong.visitkorea.or.kr/cms/resource/47/3396747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3396747_image3_1.jpg,Type3,126.9710963,37.57998588,6.0,20241100000000,23.0,,이도림블로트,3036,서울특별시,종로구,통인동,청운효자동
"서울특별시 양천구 오목로50길 23 (신정동, 문창오피스텔)",104호,1,,음식,음식점,한식,3388482,39,20241000000000,http://tong.visitkorea.or.kr/cms/resource/32/3388432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3388432_image3_1.jpg,Type3,126.8643743,37.52400715,6.0,20250300000000,19.0,,부빔,8023,서울특별시,양천구,신정동,신정4동
서울특별시 마포구 성미산로23길 44 (연남동),,1,,음식,음식점,카페/전통찻집,3373019,39,20240900000000,,,,126.9206097,37.56533113,6.0,20250300000000,13.0,,벌스가든,3979,서울특별시,마포구,연남동,연남동
서울특별시 용산구 한강대로 262 (남영동),,1,,음식,음식점,카페/전통찻집,3359119,39,20240900000000,,,,126.9732139,37.5417237,6.0,20250300000000,21.0,,고라니커피클럽,4352,서울특별시,용산구,남영동,남영동
서울특별시 중구 정동길 35 (정동),,1,,음식,음식점,카페/전통찻집,3354907,39,20240800000000,http://tong.visitkorea.or.kr/cms/resource/64/3427964_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3427964_image3_1.jpg,Type1,126.9723827,37.56610419,6.0,20241100000000,24.0,,라운드앤드,4518,서울특별시,중구,정동,소공동
서울특별시 광진구 능동로16길 30 (화양동),1층,1,,음식,음식점,서양식,3354875,39,20240800000000,http://tong.visitkorea.or.kr/cms/resource/76/3354876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3354876_image3_1.jpg,Type3,127.0748434,37.54478628,6.0,20250300000000,6.0,,페르바코,5021,서울특별시,광진구,화양동,화양동
서울특별시 송파구 백제고분로9길 5 (잠실동),,1,,음식,음식점,카페/전통찻집,3334388,39,20240700000000,,,,127.0796884,37.50945436,6.0,20250300000000,18.0,,하우스서울,5561,서울특별시,송파구,잠실동,잠실본동
서울특별시 중구 퇴계로87길 3-8 (황학동),,1,,음식,음식점,카페/전통찻집,3329779,39,20240600000000,,,,127.0209088,37.56617172,6.0,20250300000000,24.0,,올로지,4576,서울특별시,중구,황학동,황학동
서울특별시 중구 삼일대로12길 16-6 (을지로2가),,1,,음식,음식점,카페/전통찻집,3318451,39,20240600000000,,,,126.9886229,37.56662386,6.0,20250300000000,24.0,,커피한약방,4542,서울특별시,중구,을지로2가,명동
서울특별시 중구 명동8길 8-11 (명동2가),,1,,음식,음식점,한식,3303211,39,20240500000000,http://tong.visitkorea.or.kr/cms/resource/02/3303202_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/3303202_image3_1.JPG,Type3,126.9839762,37.56323251,6.0,20250300000000,24.0,,다올 숯불구이,4536,서울특별시,중구,명동2가,명동
서울특별시 강남구 언주로170길 20 (신사동),1층,1,,음식,음식점,카페/전통찻집,3115811,39,20240400000000,http://tong.visitkorea.or.kr/cms/resource/04/3300504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3300504_image3_1.jpg,Type3,127.0352198,37.526721,6.0,20240500000000,1.0,,몽블랑드파리 강남점,6017,서울특별시,강남구,신사동,압구정동
서울특별시 용산구 신흥로20길 43 (후암동),,1,,음식,음식점,카페/전통찻집,3113785,39,20240400000000,,,,126.9840683,37.54744545,6.0,20250300000000,21.0,,어반클리프,4328,서울특별시,용산구,후암동,후암동
서울특별시 강남구 도산대로45길 10-5 (신사동),,1,,음식,음식점,서양식,3108201,39,20240300000000,http://tong.visitkorea.or.kr/cms/resource/91/3108191_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3108191_image3_1.jpg,Type3,127.036217,37.52348528,6.0,20240300000000,1.0,,에빗,6021,서울특별시,강남구,신사동,압구정동
서울특별시 중구 퇴계로85길 7 (황학동),,1,,음식,음식점,한식,3094724,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/16/3094716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3094716_image3_1.jpg,Type3,127.0195506,37.56615503,6.0,20240200000000,24.0,,옥경이네 건생선,4576,서울특별시,중구,황학동,황학동
서울특별시 중구 서소문로 109 (서소문동),,1,,음식,음식점,한식,3094657,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/54/3094654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3094654_image3_1.jpg,Type3,126.9732355,37.56305178,6.0,20240200000000,24.0,,서화,4515,서울특별시,중구,서소문동,소공동
서울특별시 중구 남대문로5길 23 (북창동),,1,,음식,음식점,한식,3094628,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/21/3094621_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/3094621_image3_1.JPG,Type3,126.978935,37.56249084,6.0,20240200000000,24.0,,애성회관 한우곰탕,4526,서울특별시,중구,북창동,소공동
서울특별시 중구 을지로1길 46 (다동),,1,,음식,음식점,한식,3094599,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/97/3094597_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/97/3094597_image3_1.JPG,Type3,126.9799514,37.56817353,6.0,20240200000000,24.0,,동원집,4521,서울특별시,중구,다동,명동
서울특별시 종로구 청계천로 35 (서린동),,1,,음식,음식점,한식,3094461,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/54/3094454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3094454_image3_1.jpg,Type3,126.9813929,37.56939285,6.0,20240200000000,23.0,,호면정,3188,서울특별시,종로구,서린동,종로1·2·3·4가동
서울특별시 종로구 종로5길 7 (청진동),타워8빌딩 지하 2층,1,,음식,음식점,한식,3094421,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/20/3094420_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3094420_image3_1.jpg,Type3,126.9805735,37.57067047,6.0,20240200000000,23.0,,진진수라,3157,서울특별시,종로구,청진동,종로1·2·3·4가동
서울특별시 종로구 삼일대로17길 17 (관철동),,1,,음식,음식점,한식,3094357,39,20240200000000,,,,126.9865063,37.56911242,6.0,20240200000000,23.0,,신촌황소곱창,3190,서울특별시,종로구,관철동,종로1·2·3·4가동
서울특별시 종로구 무교로 42 (서린동),,1,,음식,음식점,일식,3094282,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/80/3094280_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3094280_image3_1.jpg,Type3,126.9795014,37.56972334,6.0,20240200000000,23.0,,신성일식,3188,서울특별시,종로구,서린동,종로1·2·3·4가동
서울특별시 종로구 삼일대로17길 15 (관철동),,1,,음식,음식점,한식,3094138,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/36/3094136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3094136_image3_1.jpg,Type3,126.9866397,37.56913742,6.0,20240200000000,23.0,,샤오바오우육면 종로본점,3190,서울특별시,종로구,관철동,종로1·2·3·4가동
서울특별시 종로구 성균관로 9-1 (명륜2가),,1,,음식,음식점,한식,3094113,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/12/3094112_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3094112_image3_1.jpg,Type3,126.9979271,37.58383314,6.0,20240200000000,23.0,,나누미떡볶이,3073,서울특별시,종로구,명륜2가,혜화동
서울특별시 종로구 청계천로 85 (관철동),삼일빌딩 2층,1,,음식,음식점,한식,3094094,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/87/3094087_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3094087_image3_1.jpg,Type3,126.9871813,37.56870415,6.0,20240200000000,23.0,,31금룡,3190,서울특별시,종로구,관철동,종로1·2·3·4가동
서울특별시 동대문구 휘경로 16 (이문동),2층,1,,음식,음식점,한식,3094069,39,20240200000000,http://tong.visitkorea.or.kr/cms/resource/63/3094063_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3094063_image3_1.jpg,Type3,127.0616654,37.59571068,6.0,20240200000000,11.0,,구기우육도삭면,2441,서울특별시,동대문구,이문동,이문1동
서울특별시 성동구 독서당로40길 25-1 (옥수동),1층 부부요리단,1,,음식,음식점,한식,3085313,39,20231200000000,,,,127.0175515,37.54286325,6.0,20240100000000,16.0,,부부요리단,4739,서울특별시,성동구,옥수동,옥수동
서울특별시 종로구 백석동길 7 (부암동),,1,,음식,음식점,한식,3085030,39,20231100000000,http://tong.visitkorea.or.kr/cms/resource/98/3084498_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/3084498_image3_1.JPG,Type3,126.9656242,37.59292873,6.0,20240200000000,23.0,,부암동 계열사,3020,서울특별시,종로구,부암동,부암동
