시도명,시군구명,행정동명,경도,위도
서울특별시,광진구,자양4동,127.0636208,37.53375149
서울특별시,광진구,중곡1동,127.0776847,37.56209983
서울특별시,광진구,중곡2동,127.0845788,37.55890885
서울특별시,광진구,중곡3동,127.0820171,37.56791073
서울특별시,광진구,중곡4동,127.0944943,37.56387418
서울특별시,광진구,화양동,127.0732012,37.5432439
서울특별시,구로구,가리봉동,126.8880598,37.48269386
서울특별시,구로구,개봉1동,126.8491253,37.50000322
서울특별시,구로구,개봉2동,126.8564844,37.49257215
서울특별시,구로구,개봉3동,126.8522198,37.48653805
서울특별시,구로구,고척1동,126.8637002,37.50070754
서울특별시,구로구,고척2동,126.8534682,37.50589457
서울특별시,구로구,구로1동,126.8753979,37.49314079
서울특별시,구로구,구로2동,126.8799177,37.49687648
서울특별시,구로구,구로3동,126.8949141,37.48487337
서울특별시,구로구,구로4동,126.8903093,37.49160786
서울특별시,구로구,구로5동,126.8885506,37.50199248
서울특별시,구로구,수궁동,126.8260167,37.49843728
서울특별시,구로구,신도림동,126.8821746,37.51003043
서울특별시,구로구,오류1동,126.8416473,37.49686789
서울특별시,구로구,오류2동,126.8384509,37.48529991
서울특별시,구로구,항동,126.824596,37.48103541
서울특별시,금천구,가산동,126.883791,37.47666103
서울특별시,금천구,독산1동,126.8924959,37.46430813
서울특별시,금천구,독산2동,126.9027325,37.46394956
서울특별시,금천구,독산3동,126.9046056,37.47578648
서울특별시,금천구,독산4동,126.9040907,37.46917493
서울특별시,금천구,시흥1동,126.9001476,37.4524105
서울특별시,금천구,시흥2동,126.9198235,37.45090389
서울특별시,금천구,시흥3동,126.9059995,37.44007788
서울특별시,금천구,시흥4동,126.9093086,37.46006939
서울특별시,금천구,시흥5동,126.9123568,37.44746218
서울특별시,노원구,공릉1동,127.072554,37.62421359
서울특별시,노원구,공릉2동,127.0943225,37.6316228
서울특별시,노원구,상계10동,127.0583838,37.65971821
서울특별시,노원구,상계1동,127.065116,37.68338674
서울특별시,노원구,상계2동,127.0670998,37.65665173
서울특별시,노원구,상계3·4동,127.0842192,37.67578069
서울특별시,노원구,상계5동,127.0699986,37.66600974
서울특별시,노원구,상계6·7동,127.0601009,37.64866167
서울특별시,노원구,상계8동,127.0535042,37.66652479
서울특별시,노원구,상계9동,127.0621817,37.66760018
서울특별시,노원구,월계1동,127.0583387,37.62192645
서울특별시,노원구,월계2동,127.0512956,37.63397444
서울특별시,노원구,월계3동,127.0648286,37.6244585
서울특별시,노원구,중계1동,127.0737005,37.65014914
서울특별시,노원구,중계2·3동,127.0658938,37.6434399
서울특별시,노원구,중계4동,127.0825158,37.65936382
서울특별시,노원구,중계본동,127.0860202,37.64862956
서울특별시,노원구,하계1동,127.0750678,37.63851388
서울특별시,노원구,하계2동,127.0649658,37.63504641
서울특별시,도봉구,도봉1동,127.0267978,37.68532168
서울특별시,도봉구,도봉2동,127.0477029,37.68125519
서울특별시,도봉구,방학1동,127.0434767,37.66504454
서울특별시,도봉구,방학2동,127.0326915,37.6691863
서울특별시,도봉구,방학3동,127.0235631,37.66318979
서울특별시,도봉구,쌍문1동,127.0195155,37.65306899
서울특별시,도봉구,쌍문2동,127.0369178,37.65710974
서울특별시,도봉구,쌍문3동,127.0305877,37.64766318
서울특별시,도봉구,쌍문4동,127.0304207,37.65542909
서울특별시,도봉구,창1동,127.0435422,37.64709095
서울특별시,도봉구,창2동,127.0367672,37.64251175
서울특별시,도봉구,창3동,127.0417248,37.63729407
서울특별시,도봉구,창4동,127.0509087,37.6527194
서울특별시,도봉구,창5동,127.0427894,37.65537201
서울특별시,동대문구,답십리1동,127.0518761,37.5712785
서울특별시,동대문구,답십리2동,127.0610359,37.57077974
서울특별시,동대문구,용신동,127.0324539,37.57555952
서울특별시,동대문구,이문1동,127.0604464,37.59736776
서울특별시,동대문구,이문2동,127.0675146,37.60284094
서울특별시,동대문구,장안1동,127.0685215,37.56623854
서울특별시,동대문구,장안2동,127.0720725,37.57564238
서울특별시,동대문구,전농1동,127.0509545,37.5792193
서울특별시,동대문구,전농2동,127.061118,37.5806977
서울특별시,동대문구,제기동,127.0372249,37.58374919
서울특별시,동대문구,청량리동,127.0452158,37.58884133
서울특별시,동대문구,회기동,127.0515115,37.59371705
서울특별시,동대문구,휘경1동,127.0626009,37.59195521
서울특별시,동대문구,휘경2동,127.065822,37.58664122
서울특별시,동작구,노량진1동,126.9489576,37.51223601
서울특별시,동작구,노량진2동,126.9378093,37.51095606
서울특별시,동작구,대방동,126.9280465,37.50690435
서울특별시,동작구,사당1동,126.9775181,37.47978707
서울특별시,동작구,사당2동,126.9748304,37.49719608
서울특별시,동작구,사당3동,126.9709762,37.48875344
서울특별시,동작구,사당4동,126.970759,37.48053912
서울특별시,동작구,사당5동,126.9649593,37.48579917
서울특별시,동작구,상도1동,126.9533525,37.49837095
서울특별시,동작구,상도2동,126.9418704,37.50368117
서울특별시,동작구,상도3동,126.9329331,37.49756521
서울특별시,동작구,상도4동,126.9406695,37.4974214
서울특별시,동작구,신대방1동,126.9106718,37.48998355
서울특별시,동작구,신대방2동,126.9216686,37.49457869
서울특별시,동작구,흑석동,126.962237,37.50542557
서울특별시,마포구,공덕동,126.9579456,37.54931772
서울특별시,마포구,대흥동,126.9414654,37.5520368
서울특별시,마포구,도화동,126.9491083,37.53864444
서울특별시,마포구,망원1동,126.8997519,37.55361939
서울특별시,마포구,망원2동,126.9001766,37.5589879
서울특별시,마포구,상암동,126.8799014,37.57072681
서울특별시,마포구,서강동,126.9260317,37.54672991
서울특별시,마포구,서교동,126.9209377,37.55474767
서울특별시,마포구,성산1동,126.9118457,37.56200198
서울특별시,마포구,성산2동,126.9019677,37.56832882
서울특별시,마포구,신수동,126.9347935,37.54565609
서울특별시,마포구,아현동,126.9527062,37.55185146
서울특별시,마포구,연남동,126.9215372,37.5630179
서울특별시,마포구,염리동,126.9475374,37.54989794
서울특별시,마포구,용강동,126.9422127,37.54152882
서울특별시,마포구,합정동,126.9089573,37.54696314
서울특별시,서대문구,남가좌1동,126.9162789,37.57181731
서울특별시,서대문구,남가좌2동,126.9213461,37.57792891
서울특별시,서대문구,북가좌1동,126.9080966,37.57541583
서울특별시,서대문구,북가좌2동,126.913338,37.58117688
서울특별시,서대문구,북아현동,126.9550198,37.55929067
서울특별시,서대문구,신촌동,126.9415791,37.56407643
서울특별시,서대문구,연희동,126.9327937,37.57222914
서울특별시,서대문구,천연동,126.9566538,37.57131972
서울특별시,서대문구,충현동,126.9583184,37.56394092
서울특별시,서대문구,홍은1동,126.946935,37.60063502
서울특별시,서대문구,홍은2동,126.9321305,37.5871715
서울특별시,서대문구,홍제1동,126.9443198,37.58340394
서울특별시,서대문구,홍제2동,126.9525135,37.58438622
서울특별시,서대문구,홍제3동,126.9516146,37.59238567
서울특별시,서초구,내곡동,127.0706322,37.45585965
서울특별시,서초구,반포1동,127.0167626,37.50552855
서울특별시,서초구,반포2동,126.995962,37.50722512
서울특별시,서초구,반포3동,127.0039762,37.51232749
서울특별시,서초구,반포4동,127.0033535,37.49955085
서울특별시,서초구,반포본동,126.9875571,37.50421193
서울특별시,서초구,방배1동,126.9962599,37.48487657
서울특별시,서초구,방배2동,126.9884233,37.47320685
서울특별시,서초구,방배3동,126.9979224,37.47437229
서울특별시,서초구,방배4동,126.9909788,37.48983215
서울특별시,서초구,방배본동,126.9877253,37.4950508
서울특별시,서초구,서초1동,127.0201007,37.48693622
서울특별시,서초구,서초2동,127.0279072,37.48882902
서울특별시,서초구,서초3동,127.0094535,37.48552033
서울특별시,서초구,서초4동,127.0198143,37.498947
서울특별시,서초구,양재1동,127.022499,37.46950187
서울특별시,서초구,양재2동,127.0457524,37.45115232
서울특별시,서초구,잠원동,127.0127366,37.51707917
서울특별시,성동구,금호1가동,127.0249814,37.55358526
서울특별시,성동구,금호2·3가동,127.0199684,37.55140325
서울특별시,성동구,금호4가동,127.0241599,37.54539125
서울특별시,성동구,마장동,127.0405981,37.56741771
서울특별시,성동구,사근동,127.045395,37.55812099
서울특별시,성동구,성수1가1동,127.0422668,37.54079133
서울특별시,성동구,성수1가2동,127.0436493,37.5490148
서울특별시,성동구,성수2가1동,127.055308,37.53635428
서울특별시,성동구,성수2가3동,127.0580829,37.54557041
서울특별시,성동구,송정동,127.0642637,37.55237272
서울특별시,성동구,옥수동,127.0205809,37.54084673
서울특별시,성동구,왕십리2동,127.0277272,37.56145052
서울특별시,성동구,왕십리도선동,127.0296047,37.56685335
서울특별시,성동구,용답동,127.0574719,37.55891671
서울특별시,성동구,응봉동,127.0337226,37.5508802
서울특별시,성동구,행당1동,127.0361744,37.55908855
서울특별시,성동구,행당2동,127.0296559,37.55667487
서울특별시,성북구,길음1동,127.0197425,37.60822381
서울특별시,성북구,길음2동,127.0271636,37.608287
서울특별시,성북구,돈암1동,127.024398,37.59975122
서울특별시,성북구,돈암2동,127.0116006,37.59708181
서울특별시,성북구,동선동,127.018515,37.59364935
서울특별시,성북구,보문동,127.0191311,37.58282575
서울특별시,성북구,삼선동,127.0117066,37.58655342
서울특별시,성북구,석관동,127.0613582,37.60827809
서울특별시,성북구,성북동,126.9941319,37.59668224
서울특별시,성북구,안암동,127.0272203,37.58772743
서울특별시,성북구,월곡1동,127.0365511,37.60783381
서울특별시,성북구,월곡2동,127.0454029,37.60322834
서울특별시,성북구,장위1동,127.0446553,37.6150991
서울특별시,성북구,장위2동,127.0518986,37.61234892
서울특별시,성북구,장위3동,127.0534496,37.61825824
서울특별시,성북구,정릉1동,127.0169816,37.60327989
서울특별시,성북구,정릉2동,127.0084994,37.6036748
서울특별시,성북구,정릉3동,126.9945891,37.61209721
서울특별시,성북구,정릉4동,126.9948957,37.62394791
서울특별시,성북구,종암동,127.0338656,37.5974413
서울특별시,송파구,가락1동,127.1082727,37.49518804
서울특별시,송파구,가락2동,127.1307663,37.4958532
서울특별시,송파구,가락본동,127.1216536,37.49701948
서울특별시,송파구,거여1동,127.1418633,37.49475342
서울특별시,송파구,거여2동,127.1471294,37.49229747
서울특별시,송파구,마천1동,127.1560124,37.49531802
서울특별시,송파구,마천2동,127.1506488,37.50053187
서울특별시,송파구,문정1동,127.1269036,37.48844255
서울특별시,송파구,문정2동,127.1191407,37.481197
서울특별시,송파구,방이1동,127.122454,37.50985495
서울특별시,송파구,방이2동,127.1138924,37.51324708
서울특별시,송파구,삼전동,127.0918881,37.50190263
서울특별시,송파구,석촌동,127.1025129,37.50272628
서울특별시,송파구,송파1동,127.110366,37.50717839
서울특별시,송파구,송파2동,127.1170093,37.50285327
서울특별시,송파구,오금동,127.1340204,37.50400501
서울특별시,송파구,오륜동,127.1288348,37.51742908
서울특별시,송파구,위례동,127.1412282,37.48160004
서울특별시,송파구,잠실2동,127.0793423,37.51742876
서울특별시,송파구,잠실3동,127.0942393,37.51389779
서울특별시,송파구,잠실4동,127.1091617,37.52069987
서울특별시,송파구,잠실6동,127.0994629,37.5197727
서울특별시,송파구,잠실7동,127.0738841,37.50731819
서울특별시,송파구,잠실본동,127.0826204,37.50598808
서울특별시,송파구,장지동,127.1315047,37.48297411
서울특별시,송파구,풍납1동,127.1146598,37.53843741
서울특별시,송파구,풍납2동,127.1081632,37.5301666
서울특별시,양천구,목1동,126.874435,37.52751898
서울특별시,양천구,목2동,126.8742871,37.54363229
서울특별시,양천구,목3동,126.8655512,37.54516708
서울특별시,양천구,목4동,126.8669563,37.53535352
서울특별시,양천구,목5동,126.8798822,37.53605182
서울특별시,양천구,신월1동,126.8344892,37.53126934
서울특별시,양천구,신월2동,126.8463262,37.5234214
서울특별시,양천구,신월3동,126.8274623,37.53244791
서울특별시,양천구,신월4동,126.839853,37.52215538
서울특별시,양천구,신월5동,126.8294345,37.54090203
서울특별시,양천구,신월6동,126.8421623,37.51598464
서울특별시,양천구,신월7동,126.8306046,37.51905408
서울특별시,양천구,신정1동,126.8596707,37.51890559
서울특별시,양천구,신정2동,126.8747942,37.51940752
서울특별시,양천구,신정3동,126.8410938,37.5118058
서울특별시,양천구,신정4동,126.8576181,37.52541054
서울특별시,양천구,신정6동,126.8697672,37.51588414
서울특별시,양천구,신정7동,126.8654079,37.50987691
서울특별시,영등포구,당산1동,126.8967792,37.52390249
서울특별시,영등포구,당산2동,126.9023713,37.53410794
서울특별시,영등포구,대림1동,126.9052163,37.49367867
서울특별시,영등포구,대림2동,126.9005028,37.48962037
서울특별시,영등포구,대림3동,126.8971417,37.50000139
서울특별시,영등포구,도림동,126.9005584,37.50911099
서울특별시,영등포구,문래동,126.891059,37.51653104
서울특별시,영등포구,신길1동,126.9194794,37.51243124
서울특별시,영등포구,신길3동,126.9057725,37.50623848
서울특별시,영등포구,신길4동,126.9128291,37.50688055
서울특별시,영등포구,신길5동,126.9055118,37.50096045
서울특별시,영등포구,신길6동,126.9135877,37.4987908
서울특별시,영등포구,신길7동,126.9195627,37.50594151
서울특별시,영등포구,양평1동,126.8867176,37.52545715
서울특별시,영등포구,양평2동,126.8905907,37.543506
서울특별시,영등포구,여의동,126.928471,37.52850589
서울특별시,영등포구,영등포동,126.907599,37.52159287
서울특별시,영등포구,영등포본동,126.9095314,37.51367496
서울특별시,용산구,남영동,126.9748281,37.54403014
서울특별시,용산구,보광동,127.0009013,37.52688575
서울특별시,용산구,서빙고동,126.9889198,37.51962199
서울특별시,용산구,용문동,126.9585129,37.53797895
서울특별시,용산구,용산2가동,126.9850862,37.53788432
서울특별시,용산구,원효로1동,126.9665577,37.53749541
서울특별시,용산구,원효로2동,126.9524601,37.53385299
서울특별시,용산구,이촌1동,126.9717582,37.5151732
서울특별시,용산구,이촌2동,126.9542057,37.52285667
서울특별시,용산구,이태원1동,126.9932438,37.53336079
서울특별시,용산구,이태원2동,126.9920549,37.54176
서울특별시,용산구,청파동,126.9668428,37.54758204
서울특별시,용산구,한강로동,126.968592,37.52912656
서울특별시,용산구,한남동,127.005176,37.53752701
서울특별시,용산구,효창동,126.9609434,37.54281053
서울특별시,용산구,후암동,126.9806148,37.54990615
서울특별시,은평구,갈현1동,126.9147367,37.62519441
서울특별시,은평구,갈현2동,126.9124523,37.61798044
서울특별시,은평구,구산동,126.9073085,37.61106907
서울특별시,은평구,녹번동,126.9345742,37.60530743
서울특별시,은평구,대조동,126.9231543,37.61225631
서울특별시,은평구,불광1동,126.9386593,37.61687031
서울특별시,은평구,불광2동,126.9286986,37.62427848
서울특별시,은평구,수색동,126.894531,37.58559045
서울특별시,은평구,신사1동,126.9085061,37.59913959
서울특별시,은평구,신사2동,126.9061997,37.59285519
서울특별시,은평구,역촌동,126.9146203,37.60457167
서울특별시,은평구,응암1동,126.9270652,37.59834489
서울특별시,은평구,응암2동,126.9228957,37.59209293
서울특별시,은평구,응암3동,126.9175542,37.58892589
서울특별시,은평구,증산동,126.9059399,37.58412801
서울특별시,은평구,진관동,126.9378239,37.63967749
서울특별시,종로구,가회동,126.9865471,37.5825144
서울특별시,종로구,교남동,126.9641181,37.57106507
서울특별시,종로구,무악동,126.9585859,37.5771107
서울특별시,종로구,부암동,126.9635446,37.59696076
서울특별시,종로구,사직동,126.9703762,37.57388841
서울특별시,종로구,삼청동,126.9812055,37.58836398
서울특별시,종로구,숭인1동,127.016891,37.577183
서울특별시,종로구,숭인2동,127.0203426,37.57449033
서울특별시,종로구,이화동,127.0030225,37.57972045
서울특별시,종로구,종로1·2·3·4가동,126.9898648,37.57518529
서울특별시,종로구,종로5·6가동,127.0043989,37.57285781
서울특별시,종로구,창신1동,127.0138036,37.57236944
서울특별시,종로구,창신2동,127.0101884,37.57602734
서울특별시,종로구,창신3동,127.013222,37.57895403
서울특별시,종로구,청운효자동,126.9699165,37.58441439
서울특별시,종로구,평창동,126.9681251,37.61568642
서울특별시,종로구,혜화동,126.9974292,37.58747051
서울특별시,중구,광희동,127.0037643,37.56515664
서울특별시,중구,다산동,127.0083589,37.55493735
서울특별시,중구,동화동,127.0186521,37.56071035
서울특별시,중구,명동,126.9843039,37.5639521
서울특별시,중구,소공동,126.9743747,37.56425949
서울특별시,중구,신당5동,127.0218676,37.56363443
서울특별시,중구,신당동,127.0137044,37.56569211
서울특별시,중구,약수동,127.0102878,37.55014917
서울특별시,중구,을지로동,126.9965612,37.56662083
서울특별시,중구,장충동,127.0021649,37.55556044
서울특별시,중구,중림동,126.9660361,37.55734705
서울특별시,중구,청구동,127.0151881,37.55688155
서울특별시,중구,필동,126.9937711,37.55686556
서울특별시,중구,황학동,127.0208455,37.5685354
서울특별시,중구,회현동,126.9771018,37.55694115
서울특별시,중랑구,망우3동,127.1028285,37.59188489
서울특별시,중랑구,망우본동,127.1074424,37.6021373
서울특별시,중랑구,면목2동,127.07784,37.58928759
서울특별시,중랑구,면목3·8동,127.0983489,37.58448865
서울특별시,중랑구,면목4동,127.0853735,37.5736184
서울특별시,중랑구,면목5동,127.0788799,37.58251785
서울특별시,중랑구,면목7동,127.0927981,37.5771387
서울특별시,중랑구,면목본동,127.0893793,37.5883163
서울특별시,중랑구,묵1동,127.0825331,37.61372627
서울특별시,중랑구,묵2동,127.0746229,37.6108264
서울특별시,중랑구,상봉1동,127.0894427,37.60172055
서울특별시,중랑구,상봉2동,127.0840154,37.59432122
서울특별시,중랑구,신내1동,127.1040404,37.61316304
서울특별시,중랑구,신내2동,127.0915871,37.61098365
서울특별시,중랑구,중화1동,127.0830708,37.60259591
서울특별시,중랑구,중화2동,127.0750287,37.59918215
